O_ORDERKEY,O_CUSTKEY,O_ORDERSTATUS,O_TOTALPRICE,O_ORDERDATE,O_ORDERPRIORITY,O_CLERK,O_SHIPPRIORITY,O_COMMENT
6610660,1014547,F,291212.51,6/12/1994,4-NOT SPECIFIED,Clerk#000002333,0,gular dolphins. even dinos across the pending deposits are carefu
6610661,959755,P,260666.44,4/19/1995,3-MEDIUM,Clerk#000004907,0,out the quickly slow accounts shall impress blithely
6610662,1098923,F,108740.24,9/24/1994,3-MEDIUM,Clerk#000001975,0,ously furious foxes. depo
6610663,91879,O,201412.43,9/23/1996,1-URGENT,Clerk#000007743,0, ideas about the bravely bold waters w
6610688,684058,O,159709.36,12/5/1996,3-MEDIUM,Clerk#000002604,0,"arefully according to the unusual deposits. final, bold frays along the sl"
6610689,935546,O,51767.07,5/2/1996,5-LOW,Clerk#000000472,0,"the carefully busy packages. silent, special pac"
6610690,721235,O,159645.83,12/3/1995,1-URGENT,Clerk#000001199,0,ctions above the even requ
6610691,287695,F,45929.90,3/14/1993,3-MEDIUM,Clerk#000007893,0,"s deposits affix silent accounts. final, regular requests behind the"
6610692,780107,O,222735.15,2/10/1998,2-HIGH,Clerk#000002123,0,"pecial requests haggle above the regular, special packages. slyl"
6610693,1256629,O,204185.87,12/29/1995,5-LOW,Clerk#000005251,0,"tes sleep even, even packages. regular instructions "
6610694,145138,F,186251.25,11/20/1992,5-LOW,Clerk#000004897,0,ully carefully regular foxes. furiously fluffy theodolites wake pe
6610695,332473,F,123064.00,8/16/1994,3-MEDIUM,Clerk#000003254,0,ven deposits nag fluffily express ideas. blithely bold packages h
6610720,349552,O,55944.90,5/24/1998,1-URGENT,Clerk#000000622,0,sual foxes. slyly bold depths aff
6610721,894545,F,195504.26,10/12/1992,5-LOW,Clerk#000002432,0,nic pinto beans use furiously. furiously final requests
6610722,114740,O,145334.46,8/8/1995,4-NOT SPECIFIED,Clerk#000003615,0,ackages after the unusual
6610723,921616,O,143327.96,12/11/1997,3-MEDIUM,Clerk#000006467,0,uffily blithely ironic packages. thin packages sleep. slyly regular depos
6610724,594652,O,179594.96,7/10/1995,1-URGENT,Clerk#000007717,0,nding requests can are against the pinto be
6610725,1293533,O,215641.41,6/14/1997,2-HIGH,Clerk#000002722,0,. regular packages run blithely furiously ironi
6610726,906335,F,160393.03,7/12/1994,5-LOW,Clerk#000008345,0,deposits. bold accounts pa
6610727,259051,F,203399.82,1/15/1994,3-MEDIUM,Clerk#000003205,0,ckly express pinto beans dazzle ev
6610752,858682,F,128587.05,11/26/1994,5-LOW,Clerk#000001569,0,counts. slyly bold forge
6610753,362866,F,78650.66,3/7/1995,1-URGENT,Clerk#000009605,0,ously pending instructions. fluffily final attainments are 
6610754,1162735,F,123317.74,5/15/1992,2-HIGH,Clerk#000007388,0,ests; blithely close accounts haggle slyly carefully 
6610755,57850,O,83011.99,5/20/1995,1-URGENT,Clerk#000008797,0,its. furious ideas c
6610756,261331,F,98343.71,12/7/1992,1-URGENT,Clerk#000003348,0, slyly. pearls haggle along the carefully regular acc
6610757,176375,F,138795.77,1/26/1995,3-MEDIUM,Clerk#000009185,0,"g to the regular, ironic instructions: fluffily express excuses wake"
6610758,322094,F,256251.25,1/13/1995,3-MEDIUM,Clerk#000008595,0,st fluffily ironic requests. not
6610759,1418857,O,137864.01,7/15/1997,5-LOW,Clerk#000000779,0,y bold platelets among the even pinto beans cajole slyly even 
6610784,1220194,O,234728.14,1/29/1997,4-NOT SPECIFIED,Clerk#000001602,0,e asymptotes. final theodolites w
6610785,1270985,O,156145.11,6/1/1995,2-HIGH,Clerk#000003313,0,cial epitaphs sleep sly
6610786,1440739,F,3866.14,3/17/1994,5-LOW,Clerk#000008307,0,"ests cajole blithely quickly pending realms. ironic, regular platelets affix f"
6610787,1492876,O,94604.05,7/24/1995,1-URGENT,Clerk#000002405,0,eep blithely blithe i
6610788,243298,F,64048.54,6/13/1994,1-URGENT,Clerk#000005291,0,even depths. furiously final pinto 
6610789,82166,F,277134.39,7/10/1994,4-NOT SPECIFIED,Clerk#000004448,0,ges. slyly final theodolites are sometimes carefully silent pa
6610790,952804,F,31169.95,3/31/1993,1-URGENT,Clerk#000008637,0,ickly even foxes. boldly pending requests unwind aro
6610791,1257574,F,129545.60,1/30/1992,2-HIGH,Clerk#000001743,0,slow courts nag among the final ideas. furiously fina
6610816,1026278,F,226512.94,6/11/1992,1-URGENT,Clerk#000001822,0,"bove the quickly unusual theodolites. bold, ironic courts nag blithely regular"
6610817,141799,P,288237.35,4/30/1995,2-HIGH,Clerk#000005109,0, regular packages. deposits ha
6610818,1201861,O,94588.77,12/24/1995,3-MEDIUM,Clerk#000004043,0,"ly slyly slow requests! bold, final ideas among the furiously"
6610819,674518,O,109224.34,2/4/1996,1-URGENT,Clerk#000002391,0,"to beans are carefully ironic, regular instructions. carefully regular package"
6610820,1102237,O,155601.93,6/24/1997,1-URGENT,Clerk#000009781,0,d against the ruthlessly ironic depos
6610821,289687,O,124233.56,6/1/1998,2-HIGH,Clerk#000006649,0,lphins cajole. unusual packages integrate pending courts. s
6610822,1253638,F,353846.34,3/19/1994,2-HIGH,Clerk#000001922,0,requests upon the b
6610823,875735,F,135412.20,1/21/1994,1-URGENT,Clerk#000000565,0,"the careful deposits. dependencies haggle blithely across the bold, dogged"
6610848,464668,F,105966.28,9/14/1992,4-NOT SPECIFIED,Clerk#000006691,0,slyly. carefully silent accounts across the ca
6610849,661061,F,154966.13,11/26/1992,5-LOW,Clerk#000003017,0, furiously ironic instructions cajole furiously. fluffily regular dependencies
6610850,1446541,F,210785.80,1/19/1995,2-HIGH,Clerk#000003250,0,inal requests. express requests cajole. ironic foxes al
6610851,1494695,F,307549.61,2/2/1995,5-LOW,Clerk#000007768,0, final theodolites. carefully express deposits detect blithel
6610852,832138,F,172707.76,12/16/1992,3-MEDIUM,Clerk#000003248,0, asymptotes use blithely. regular pinto beans
6610853,1214092,O,235279.30,1/31/1997,3-MEDIUM,Clerk#000004381,0,ously silent foxes use above the blithely unusual accounts
6610854,729046,F,294726.89,1/2/1995,5-LOW,Clerk#000005152,0,usly regular accounts 
6610855,1068637,F,171719.00,9/27/1993,5-LOW,Clerk#000006740,0,instructions sleep along the blithely regular accounts
6610880,1078298,F,98639.73,6/15/1992,1-URGENT,Clerk#000006170,0,sits are fluffily slyly pending foxes. ironic platelets haggle quietl
6610881,1451297,F,124031.82,5/4/1993,4-NOT SPECIFIED,Clerk#000009739,0,s theodolites wake carefully against the pend
6610882,432346,O,197416.94,10/18/1996,3-MEDIUM,Clerk#000003144,0,usly. regular instruct
6610883,436462,F,161818.00,4/9/1993,4-NOT SPECIFIED,Clerk#000004583,0,horses thrash against the 
6610884,591590,F,249320.71,2/7/1993,5-LOW,Clerk#000005529,0,al dependencies do are carefu
6610885,849047,F,112573.88,4/10/1993,4-NOT SPECIFIED,Clerk#000005358,0,sual courts sleep blithely across the flu
6610886,428867,F,331739.45,3/22/1992,5-LOW,Clerk#000009554,0, slow requests are slyly across the
6610887,465065,F,220114.93,3/17/1992,4-NOT SPECIFIED,Clerk#000002486,0,lar packages. quiet packages a
6610912,1345270,F,294152.30,6/21/1992,2-HIGH,Clerk#000008146,0,ctions wake final dolphins. fluffily final 
6610913,438727,O,155592.80,10/6/1997,3-MEDIUM,Clerk#000004461,0,efully even packages sleep slyly. unusual excuses are fluffily
6610914,1165183,O,1866.70,8/20/1996,4-NOT SPECIFIED,Clerk#000001448,0,quests-- furiously iro
6610915,710434,F,69943.82,3/8/1994,3-MEDIUM,Clerk#000003918,0," haggle carefully. even, regular"
6610916,232795,O,210631.58,8/10/1997,4-NOT SPECIFIED,Clerk#000008641,0,ecial platelets det
6610917,559120,O,195105.87,7/9/1998,1-URGENT,Clerk#000000377,0,jole. quickly fluffy th
6610918,1111174,F,113433.83,7/6/1993,4-NOT SPECIFIED,Clerk#000007717,0,ites. blithely even requests nag
6610919,475549,F,162021.58,4/21/1993,2-HIGH,Clerk#000006206,0,phins haggle slyly careful
6610944,537907,O,108588.24,7/2/1997,2-HIGH,Clerk#000004721,0,il the ironic packages. furiously even deposits sleep blithely furiously
6610945,83786,F,66449.24,12/8/1992,2-HIGH,Clerk#000005990,0,ly. blithely ironic excuses detect quickly carefully fin
6610946,1179517,F,72384.44,6/20/1992,2-HIGH,Clerk#000001124,0, final deposits cajo
6610947,136861,F,76448.08,3/23/1993,3-MEDIUM,Clerk#000006293,0, accounts. ironic dep
6610948,689962,O,65293.62,8/23/1997,1-URGENT,Clerk#000003211,0, blithely even dependencies engage asymptotes. dar
6610949,1172015,F,199353.63,9/12/1992,5-LOW,Clerk#000007568,0, haggle slyly slyly 
6610950,42746,O,200176.52,9/22/1997,4-NOT SPECIFIED,Clerk#000003430,0,"out the quickly unusual deposits. regular, even accounts against the quickl"
6610951,1416640,O,80052.15,9/3/1996,5-LOW,Clerk#000009826,0,nag carefully about the fu
6610976,1459565,O,197871.80,4/19/1996,1-URGENT,Clerk#000005902,0,". blithely bold requests wake blithely dependencies. even, "
6610977,1397344,F,186035.20,10/13/1993,5-LOW,Clerk#000001610,0, packages cajole furiously 
6610978,1139656,F,89053.64,9/25/1993,4-NOT SPECIFIED,Clerk#000004754,0," the final pinto beans. unusual, "
6610979,681275,O,120267.21,12/9/1995,3-MEDIUM,Clerk#000008328,0,"even theodolites. pending, regular deposits slee"
6610980,674180,F,171299.70,12/8/1993,4-NOT SPECIFIED,Clerk#000002185,0,"ieve. even, special pinto beans wake carefully ac"
6610981,1430824,O,285647.60,6/9/1996,1-URGENT,Clerk#000008109,0,c deposits x-ray among the careful
6610982,1339589,O,48344.08,5/14/1997,2-HIGH,Clerk#000005722,0, slyly ironic packages use furiously during the pending deposits. si
6610983,956686,F,192394.00,7/22/1993,4-NOT SPECIFIED,Clerk#000008625,0,inal somas against the blithely special ideas sleep final d
6611008,493711,F,86950.63,10/30/1994,1-URGENT,Clerk#000008819,0,jole slyly at the ideas. regular
6611009,1288624,F,134471.71,3/23/1992,1-URGENT,Clerk#000004536,0,ns! daringly ironic accounts sleep
6611010,901372,O,181400.51,6/28/1997,2-HIGH,Clerk#000006301,0,carefully. furiously even accounts nag furiously according to the 
6611011,853700,F,263994.79,12/3/1992,4-NOT SPECIFIED,Clerk#000009587,0, along the bold pinto beans. furio
6611012,622726,F,7957.59,2/22/1995,5-LOW,Clerk#000009612,0,deposits sublate carefully unusual accounts. deposits haggle qui
6611013,634813,O,175571.02,4/19/1998,1-URGENT,Clerk#000006879,0,ong the carefully pending ideas. carefully final packages are among the caref
6611014,1300930,O,184827.85,5/7/1998,2-HIGH,Clerk#000001138,0,tect blithely about the quickly special requests. furiously pending dep
6611015,722834,F,147743.95,2/26/1995,5-LOW,Clerk#000004249,0,lar pinto beans. furiously p
6611040,157246,F,13859.38,11/6/1992,5-LOW,Clerk#000009944,0,e blithely pending accounts. fluffily regular foxes are. 
6611041,1300894,O,200674.03,9/2/1996,3-MEDIUM,Clerk#000006918,0,"ts cajole slyly. special deposits at the special, unu"
6611042,115828,O,64828.94,6/22/1996,5-LOW,Clerk#000007607,0,lly regular asymptotes alongside of the furiously final p
6611043,1217935,F,228357.49,10/5/1992,3-MEDIUM,Clerk#000005313,0,fily special pinto beans. forges
6611044,807710,O,109710.47,3/28/1997,2-HIGH,Clerk#000003914,0,. busily special warhorses among the fluffily ironic accounts sleep 
6611045,170246,F,138016.13,1/3/1992,2-HIGH,Clerk#000008232,0,"refully pending foxes. regular, pending ideas cajole furiously exp"
6611046,823768,O,155446.46,5/25/1995,5-LOW,Clerk#000006672,0,detect instructions. blithely regular deposits cajole carefully. carefully
6611047,52177,F,225627.85,8/25/1994,3-MEDIUM,Clerk#000005520,0,osits use furiously regular p
6611072,936857,F,220225.72,4/6/1992,2-HIGH,Clerk#000004299,0,"tes. carefully special Tiresias cajole pending,"
6611073,255193,O,318660.03,5/20/1998,3-MEDIUM,Clerk#000005519,0,ng the slyly pending deposits d
6611074,502237,O,186014.75,6/22/1998,2-HIGH,Clerk#000005224,0,"lly pending theodolites. bold, s"
6611075,590542,F,139723.50,12/24/1992,1-URGENT,Clerk#000009562,0,ously. carefully express dolphins alongside of the unusual
6611076,1217564,O,77806.75,8/25/1997,5-LOW,Clerk#000005516,0,beans. blithely special packages promise slyly special requests. s
6611077,587836,O,148506.14,3/19/1998,5-LOW,Clerk#000007215,0,tegrate quickly regular asymptotes. carefully b
6611078,749263,O,103906.56,1/16/1997,5-LOW,Clerk#000009939,0,deas. bold deposits are slyl
6611079,339244,O,72785.19,4/1/1997,4-NOT SPECIFIED,Clerk#000000901,0, special accounts are accord
6611104,156883,F,237525.40,9/1/1992,5-LOW,Clerk#000008883,0,ly. carefully regular requests serve thinly along the ironic foxes. depo
6611105,1231967,O,127821.82,1/19/1998,3-MEDIUM,Clerk#000006530,0,s. blithely ironic instructions detect blithely abo
6611106,1164164,F,21342.75,11/24/1992,5-LOW,Clerk#000003943,0,ully. ironic instruct
6611107,93259,F,235842.28,12/2/1992,3-MEDIUM,Clerk#000004035,0,e furiously regular platelets. pen
6611108,1397510,O,131124.00,11/7/1995,4-NOT SPECIFIED,Clerk#000000274,0,ously. carefully ironic fr
6611109,947065,O,163529.14,10/12/1995,3-MEDIUM,Clerk#000009587,0, regular requests about the pending requests nag blithely furious
6611110,798566,F,267261.59,1/19/1994,3-MEDIUM,Clerk#000006097,0,y after the silently dogged deposits
6611111,992713,O,230858.65,3/16/1996,3-MEDIUM,Clerk#000001150,0,e fluffily bold theodolites wake across the blit
6611136,7621,O,7154.36,1/4/1997,3-MEDIUM,Clerk#000004124,0,he slyly blithe deposits. unusual ideas should wake. slyly f
6611137,574472,O,21860.40,12/19/1995,1-URGENT,Clerk#000001994,0,uriously bold pinto beans alongside of the furiously regular cour
6611138,1134851,F,223945.38,9/20/1992,5-LOW,Clerk#000006144,0,. slyly bold dependencies wake bold epitaphs
6611139,938560,O,13393.92,6/26/1995,2-HIGH,Clerk#000005485,0,urious ideas-- carefully unusual theodolites cajole. fluffily regular reques
6611140,369509,F,67834.44,2/9/1992,1-URGENT,Clerk#000002692,0,. special instructions promise furiously carefully ironi
6611141,334054,F,146778.37,3/24/1995,5-LOW,Clerk#000007900,0,ccounts use blithely fluffily stealthy deposits. theodolites 
6611142,1444442,F,72303.07,2/8/1993,2-HIGH,Clerk#000002656,0,s nag slyly. blithely unusual ideas above the packages cajole alongside of
6611143,728195,F,69586.49,8/18/1993,3-MEDIUM,Clerk#000003734,0,ets along the furiously regular pint
6611168,260762,F,71509.15,5/25/1993,4-NOT SPECIFIED,Clerk#000008900,0,deas. slyly ironic i
6611169,1126682,F,71225.48,3/25/1992,5-LOW,Clerk#000006792,0,e blithely above the furiously e
6611170,136459,O,80152.93,11/18/1997,2-HIGH,Clerk#000007620,0,nic pains after the fluffily regular account
6611171,1460545,O,85765.89,4/7/1998,3-MEDIUM,Clerk#000001259,0,nts cajole ruthlessly ironic requests. blithely even pinto beans
6611172,1351795,F,391772.76,6/27/1993,4-NOT SPECIFIED,Clerk#000008811,0,oze beneath the furiously 
6611173,618115,F,195097.37,8/2/1992,3-MEDIUM,Clerk#000002987,0,lar instructions. slyly bo
6611174,1145857,O,187325.34,7/11/1995,2-HIGH,Clerk#000002597,0,ding packages. slyly even foxes wake slyly final
6611175,1410916,F,39945.11,12/31/1993,3-MEDIUM,Clerk#000000421,0,"nding requests: express, even deposits alongside of th"
6611200,1249531,O,202558.25,9/9/1997,2-HIGH,Clerk#000000975,0,ely ironic asymptotes. permanently
6611201,843895,O,233160.46,8/3/1996,4-NOT SPECIFIED,Clerk#000006062,0,slyly final dependencies haggle slyly regularly regular deposits. bold pear
6611202,821987,O,96282.47,7/31/1996,2-HIGH,Clerk#000000982,0,al accounts. regular theodolites can haggle. quickly regu
6611203,131882,F,237542.81,10/25/1993,2-HIGH,Clerk#000008111,0,ole slyly. fluffily regular instructions detect furiously! pinto be
6611204,1025870,O,265887.04,3/7/1996,4-NOT SPECIFIED,Clerk#000009871,0,s hang fluffily. blithely pending
6611205,796783,F,209715.75,3/18/1993,4-NOT SPECIFIED,Clerk#000000832,0,he ironically final platelets. carefully bold accounts wa
6611206,1002742,F,365013.69,8/20/1992,3-MEDIUM,Clerk#000007494,0,eposits. carefully quiet ideas 
6611207,581476,O,199882.56,6/9/1998,5-LOW,Clerk#000007488,0,sits. slyly unusual
6611232,339682,O,145455.38,4/6/1997,5-LOW,Clerk#000000183,0,t the slyly regular packages. quickly regular accou
6611233,2557,F,200407.87,11/15/1994,4-NOT SPECIFIED,Clerk#000005379,0, pending hockey players-- quickly ironic requests wake ca
6611234,969163,F,53919.06,10/15/1993,2-HIGH,Clerk#000003773,0,nic accounts. slyly final accounts maintain carefully a
6611235,207470,O,375621.42,1/25/1996,3-MEDIUM,Clerk#000009370,0,y across the blithely ironic instructions. 
6611236,934081,O,154931.45,9/22/1995,5-LOW,Clerk#000005678,0, special packages. furiously express foxes c
6611237,71201,F,221165.59,9/28/1992,4-NOT SPECIFIED,Clerk#000008078,0,"d, silent pinto beans wake"
6611238,1160168,O,103717.56,5/7/1998,1-URGENT,Clerk#000000800,0,ages. furiously pending dolphins cajol
6611239,434453,O,115404.17,11/12/1996,5-LOW,Clerk#000004435,0,accounts. furiously ironic accou
6611264,1338671,F,228862.32,5/26/1994,2-HIGH,Clerk#000002446,0,"h? final, unusual deposits cajole blithely. special requests snoo"
6611265,528211,F,222107.51,10/8/1993,1-URGENT,Clerk#000003437,0,sual ideas above the slyly ironic deposits sleep blithely acr
6611266,632744,F,304339.59,3/27/1994,2-HIGH,Clerk#000008877,0,ons after the furiously ironic somas cajole at the furiously special orbi
6611267,1014742,F,253004.39,9/20/1993,4-NOT SPECIFIED,Clerk#000008228,0,he accounts. furiou
6611268,1257056,F,246089.54,9/4/1992,5-LOW,Clerk#000002192,0, the ironic deposits sleep after the unusual depths. slyly even pinto
6611269,1324063,F,11406.88,4/6/1993,5-LOW,Clerk#000009582,0,he blithely regular deposits sleep alongside of the furiously ironic p
6611270,1025554,O,276364.36,11/12/1996,4-NOT SPECIFIED,Clerk#000008470,0,"carefully. ironic, ironic tithes a"
6611271,1465862,O,64555.45,3/22/1997,1-URGENT,Clerk#000008606,0,"ymptotes. blithely regular ideas sleep slyly. regular, ironic depen"
6611296,735655,F,185672.02,8/7/1993,2-HIGH,Clerk#000009171,0,t the sauternes; pla
6611297,1149670,O,106853.00,5/2/1996,5-LOW,Clerk#000003517,0," about the pending, fin"
6611298,990296,O,18098.69,3/26/1998,4-NOT SPECIFIED,Clerk#000003074,0,ing to the foxes. frets haggle finally carefully ironic depos
